"","division_id","division_name","franchise_id","franchise_name","h2h_wins","h2h_losses","h2h_ties","h2h_winpct","points_for","points_against","allplay_wins","allplay_losses","allplay_winpct","potential_points"
"443",965362,"Division 1",1171820,"Bandits Ballers",5,9,0,0.357,1442.88,1664.66,56,105,0.348,1808.22001
"444",965363,"Division 2",1334149,"Yodas",4,10,0,0.286,1644.66,1662.06,73,88,0.453,2015.780015
"445",965365,"Division 1",1252642,"Florida Man",10,4,0,0.714,1763.32,1603.66,94,74,0.56,2175.280004
"446",965365,"Division 1",1003445,"steelcitymetal",10,4,0,0.714,1682.9,1538.44,88,73,0.547,2029.279996
"447",965367,"Division 3",1006341,"SuperVJ",10,4,0,0.714,1803.72,1517.96,105,63,0.625,2264.700009
"448",965367,"Division 3",1175191,"Arts and Craftsy Tony Romo",8,6,0,0.571,1698.26,1667.6,109,66,0.623,2327.960004
"449",965365,"Division 1",1252599,"Kirk Cousins COVID Cage",7,7,0,0.5,1730.28,1649.74,86,75,0.534,2091.620005
"450",965366,"Division 2",1173099,"Clay All The Way",7,7,0,0.5,1681.24,1677.44,101,74,0.577,2273.560009
"451",965365,"Division 1",1315017,"titan up",6,8,0,0.429,1569.26,1658.88,73,102,0.417,2260.000005
"452",965366,"Division 2",1252723,"Carr me up that Hill",6,8,0,0.429,1716.32,1608.22,76,92,0.452,2065.08
"453",965366,"Division 2",1086092,"Unsportsmanlike Conduct",6,8,0,0.429,1623.14,1775.8,86,82,0.512,2177.380014
"454",965366,"Division 2",1315200,"Monsta Island Czars",6,8,0,0.429,1513.18,1713.24,60,101,0.373,1805.18
"455",965367,"Division 3",1330377,"SCLSU Mud Dogs",5,9,0,0.357,1661.7,1746,72,103,0.411,2225.88
"456",965367,"Division 3",1436999,"Country Roads, Take Mahomes",3,11,0,0.214,1572.3,1858.64,58,103,0.36,1788.319995
"457",965215,"Division 1",1176329,"Comeback Boyz",10,4,0,0.714,1689.46,1539.66,99,69,0.589,2155.9
"458",965215,"Division 1",1171741,"Nerf Football Team",10,4,0,0.714,1655.34,1529.92,98,63,0.609,2006.740005
"459",965217,"Division 3",999057,"Saucyboy - UNDER NEW MANAGEMENT",10,4,0,0.714,1716.24,1690.76,102,66,0.607,2216.92
"460",965216,"Division 2",1315101,"peeinian's Hockamaniacs",9,5,0,0.643,1691.14,1630.74,108,67,0.617,2277.14001
"461",965216,"Division 2",1330501,"burnt toast",8,6,0,0.571,1682.9,1599.34,83,92,0.474,2431.68
"462",965216,"Division 2",1175269,"Cougar Hunters",8,6,0,0.571,1641.66,1499.24,93,68,0.578,1911.580005
"463",965217,"Division 3",1315126,"Too Hot for the Hot Tub",6,8,0,0.429,1633.86,1643.42,87,81,0.518,2060.699995
"464",965217,"Division 3",1316387,"Broncos Country Let's Ride",6,8,0,0.429,1530.64,1650.64,70,98,0.417,2092.260005
"465",965215,"Division 1",1263268,"Sweaty Pitts (cilense-)",5,9,0,0.357,1683.18,1681.96,82,79,0.509,2035.699995
"466",965215,"Division 1",999017,"The Last Raiders of The Lost Temple of Doom",5,9,0,0.357,1479.3,1524.68,66,109,0.377,2206.819995
"467",965217,"Division 3",1417306,"TakingMyChair",5,9,0,0.357,1439.64,1635.98,52,109,0.323,1804.399986
"468",965216,"Division 2",1258459,"mizfku's team name TBD",2,12,0,0.143,1471.54,1688.56,68,107,0.389,2053.7
"469",965219,"Division 2",1252656,"Gotta pay the Cole toll",10,4,0,0.714,1833.82,1648.54,107,61,0.637,2214.06001
"470",965218,"Division 1",1509266,"Keenan & Kelce",9,5,0,0.643,1637.98,1560.64,88,80,0.524,2081.379985
"471",965219,"Division 2",999798,"Could_Be_Worse",9,5,0,0.643,1678.68,1688.72,98,77,0.56,2367.32001
"472",965218,"Division 1",999533,"Little Gesicki Urban Achievers",8,6,0,0.571,1691.94,1593.28,89,72,0.553,2003.78
"473",965220,"Division 3",1258452,"RichardVarnum",8,6,0,0.571,1748.1,1589.5,110,65,0.629,2431.11998
"474",965220,"Division 3",1324157,"Duke Nuk Em",8,6,0,0.571,1673.06,1693.18,86,75,0.534,2042.079996
"475",965220,"Division 3",1252661,"The Police Station",8,6,0,0.571,1633.9,1533.32,90,78,0.536,2215
"476",965218,"Division 1",1186474,"Lord Helmet",7,7,0,0.5,1541.7,1568.1,66,102,0.393,2014.520004
"477",965219,"Division 2",1176322,"Merry Chasemas & Happy Saquonza",7,7,0,0.5,1631.4,1665.58,88,73,0.547,1976.579995
"478",965218,"Division 1",1315188,"General Jar Jar",5,9,0,0.357,1557.48,1592.54,78,97,0.446,2129.26
"479",965220,"Division 3",1258544,"Fantasy Team",3,11,0,0.214,1403.58,1717.36,45,116,0.28,1808.69999
"480",965219,"Division 2",1171941,"Lindq005",2,12,0,0.143,1467.58,1648.46,63,112,0.36,2066.600014
"481",965222,"Division 2",1326344,"hummbaby",9,5,0,0.643,1716.5,1620.5,90.5,77.5,0.539,2160.12
"482",965222,"Division 2",1264194,"Meyer's Next Employer",9,5,0,0.643,1528.54,1508.42,78,97,0.446,2076.29999
"483",965223,"Division 3",1440096,"The Humble Giants",9,5,0,0.643,1693.8,1530.46,97,71,0.577,2172.96
"484",965222,"Division 2",1173067,"ReelBigFishVevo",8,6,0,0.571,1828.74,1645.88,112,49,0.696,2195.68002
"485",965222,"Division 2",1327771,"A Team Has No Name",8,6,0,0.571,1607.22,1473.66,84,84,0.5,2115.79999
"486",965223,"Division 3",1254122,"Copenhagen Cubs",8,6,0,0.571,1704.02,1570.44,97,64,0.602,2034.68
"487",965221,"Division 1",1175225,"Three Pumps",7,7,0,0.5,1517.66,1667.86,74,101,0.423,2159.4
"488",965223,"Division 3",1099388,"This Guy Seems Like a Real Jerk",7,7,0,0.5,1511.36,1639.14,78.5,89.5,0.467,1971.42
"489",965221,"Division 1",999674,"Clandestine Apocalypse",6,8,0,0.429,1661.92,1602.38,89,72,0.553,2063.740018
"490",965223,"Division 3",1177011,"We're Allen this Together",5,9,0,0.357,1462.1,1767.9,66,109,0.377,2026.35999
"491",965221,"Division 1",1315044,"Salty_Reese - Jamaal Skaarl",4,10,0,0.286,1406.42,1587.24,49,112,0.304,1765.359995
"492",965221,"Division 1",1315003,"Guadalajara Taxi Drivers",4,10,0,0.286,1652.06,1676.46,93,82,0.531,2340.700005
"493",965224,"Division 1",999835,"The Cleaner",12,2,0,0.857,1814.64,1488.9,115,53,0.685,2207.56
"494",965224,"Division 1",1252652,"The Dark Order",8,6,0,0.571,1650.3,1596.7,92,69,0.571,2003.359996
"495",965224,"Division 1",1097492,"Beg, Burrow & Steal",8,6,0,0.571,1709.34,1752.88,94,81,0.537,2260.16002
"496",965226,"Division 3",1264182,"Gigantor",8,6,0,0.571,1843.5,1679.64,109,59,0.649,2286.7
"497",965226,"Division 3",1326247,"Drumhax's Cool Team",8,6,0,0.571,1576.38,1607.24,91,70,0.565,1975.94002
"498",965225,"Division 2",1171778,"Cashflow Crisis",7,7,0,0.5,1640.76,1574.6,90,85,0.514,2216.39999
"499",965226,"Division 3",1258477,"Hot Chubb Time Machine",7,7,0,0.5,1431.34,1499.98,63,105,0.375,1931.82
"500",965225,"Division 2",1082601,"Love The Drake",6,8,0,0.429,1581.76,1671.8,89,86,0.509,2183.739995
"501",965225,"Division 2",1171822,"Slim's Pickens",6,8,0,0.429,1531.74,1570.92,95,80,0.543,2281
"502",965226,"Division 3",1172170,"theMantic0re",6,8,0,0.429,1474.98,1563.84,55,113,0.327,2111.56001
"503",965224,"Division 1",1315306,"Mahomes is Where the Heart is",4,10,0,0.286,1456.16,1592.42,47,114,0.292,1895.42
"504",965225,"Division 2",1315447,"Davante's Inferno",4,10,0,0.286,1570.96,1682.94,68,93,0.422,1920.6
"505",965228,"Division 2",1096993,"FlyThruDown's Northern Aggression",10,4,0,0.714,1691.78,1579.02,94,74,0.56,2128.88
"506",965228,"Division 2",1428978,"DangeRuss Minds",9,5,0,0.643,1709.52,1645.78,96,65,0.596,1991.18
"507",965229,"Division 3",1315114,"The Breakfast Burritos",9,5,0,0.643,1674.66,1488.82,82,86,0.488,2082.940019
"508",965227,"Division 1",999411,"off to a_haar",8,6,0,0.571,1769.68,1707.36,107,54,0.665,2135.780005
"509",965227,"Division 1",1314993,"The Bread Enjoyers",8,6,0,0.571,1678.8,1459.08,100,75,0.571,2315.52
"510",965228,"Division 2",1172322,"hiimrick's Big Fat Uskels",8,6,0,0.571,1800.82,1683.26,102,73,0.583,2302.18
"511",965229,"Division 3",1326220,"Colorado Capybaras",7,7,0,0.5,1385.46,1562.28,60,108,0.357,1893.62
"512",965227,"Division 1",1252771,"Letterkenney Irish",6,8,0,0.429,1663.52,1714.66,90,85,0.514,2169.800005
"513",965229,"Division 3",1328824,"The Manning Faces",6,8,0,0.429,1653.68,1614.84,87,81,0.518,2197.44
"514",965228,"Division 2",1252817,"The J-Team",5,9,0,0.357,1661.4,1727.94,99,76,0.566,2413.579971
"515",965227,"Division 1",1171750,"Bye Week",4,10,0,0.286,1320.1,1651.04,35,126,0.217,1776.799994
"516",965229,"Division 3",1175321,"Scranton Stranglers",4,10,0,0.286,1491.68,1667.02,56,105,0.348,1765.239995
"517",965231,"Division 2",1252895,"NeoAC's Final Bosses",12,2,0,0.857,1737.6,1480.46,105,63,0.625,2197.360016
"518",965231,"Division 2",1175355,"Bada Bing",10,4,0,0.714,1754.74,1512.62,109,66,0.623,2359.06
"519",965230,"Division 1",1315370,"Weezu Express",9,5,0,0.643,1674.5,1616.38,91,70,0.565,2011
"520",965232,"Division 3",1171751,"Team Jedidrake",9,5,0,0.643,1816.28,1656.7,115.5,52.5,0.688,2328.379985
"521",965230,"Division 1",1175338,"Ministry of YAC",8,6,0,0.571,1734.04,1696.52,97,64,0.602,2078.61999
"522",965231,"Division 2",999216,"Pre-tay Pre-tay Good",7,7,0,0.5,1583.9,1587.38,78,90,0.464,2045.78001
"523",965232,"Division 3",1328850,"Win4Liz",7,7,0,0.5,1685.42,1644.18,97,78,0.554,2385.38
"524",965232,"Division 3",998950,"Oakland Invaders",7,7,0,0.5,1626.94,1564.4,83,85,0.494,2192.8
"525",965232,"Division 3",1330754,"Michael Scott Football Company",6,8,0,0.429,1522.06,1589.66,68,93,0.422,1806.179996
"526",965230,"Division 1",998921,"spider2Ybanana",5,9,0,0.357,1556.18,1575.78,84.5,90.5,0.483,2178.239994
"527",965230,"Division 1",1315671,"Trying My Best",2,12,0,0.143,1184.28,1701.42,22,139,0.137,1521.999996
"528",965231,"Division 2",1258530,"Inadvertent Whistles",2,12,0,0.143,1451.78,1702.22,58,117,0.331,2122.02002
"529",965233,"Division 1",1086235,"NickelBakh",9,5,0,0.643,1825.04,1708.86,114,54,0.679,2370.02
"530",965233,"Division 1",1258457,"Thumpin' Mules",9,5,0,0.643,1694.84,1588.12,104,71,0.594,2328.35998
"531",965234,"Division 2",1315073,"keep my team name outta ya mouth’",9,5,0,0.643,1698.12,1483.78,95,73,0.565,2159.48
"532",965235,"Division 3",1315105,"patches o' hooolahan",9,5,0,0.643,1691.14,1575.92,84,77,0.522,1972.459996
"533",965235,"Division 3",1427261,"Marshtomp Lynch",9,5,0,0.643,1602.36,1598.06,79,82,0.491,2035.260006
"534",965233,"Division 1",1315056,"Team Inbl",8,6,0,0.571,1680.36,1585.16,97,78,0.554,2418.479994
"535",965235,"Division 3",1326590,"G.O.A.T.",8,6,0,0.571,1697.94,1670.84,95,73,0.565,2124.58
"536",965233,"Division 1",999049,"Zero Agency",6,8,0,0.429,1531.2,1617.54,59,109,0.351,1977.799996
"537",965235,"Division 3",1331615,"McCaffrey Anti-Virus",6,8,0,0.429,1722.26,1668.26,106,69,0.606,2307.56
"538",965234,"Division 2",999013,"Beware the Chair",5,9,0,0.357,1500.52,1678.42,61,100,0.379,1796.31999
"539",965234,"Division 2",1176393,"Flippy Nippys",5,9,0,0.357,1583.22,1586.04,76,99,0.434,2149.020005
"540",965234,"Division 2",1252680,"Menajee Trois",1,13,0,0.071,1358.86,1824.86,38,123,0.236,1715.420005
"541",965237,"Division 2",1429306,"vanillaC",12,2,0,0.857,1954.76,1523.36,128,40,0.762,2385.479986
"542",965238,"Division 3",1334529,"Dameon Targaryen",11,3,0,0.786,1776.06,1567.66,105,63,0.625,2309.880005
"543",965236,"Division 1",1315146,"Knifey Spoony",9,5,0,0.643,1644.08,1532.9,91,70,0.565,1982.68
"544",965238,"Division 3",1348721,"The Faceless Team",9,5,0,0.643,1691.44,1397.82,87,74,0.54,1953.440015
"545",965237,"Division 2",1173062,"Malibu Waverunners",7,7,0,0.5,1694.54,1635.8,89,86,0.509,2370.719995
"546",965237,"Division 2",1326225,"Portland Punters",7,7,0,0.5,1573.08,1622.58,88,87,0.503,2299.66
"547",965238,"Division 3",1326269,"The Flippy Nips",6,8,0,0.429,1667.12,1645.4,91,77,0.542,2215.199984
"548",965236,"Division 1",1315067,"A la Mode",5,9,0,0.357,1602.78,1712.4,81,87,0.482,2106.380024
"549",965236,"Division 1",1314987,"Get Rowdy10",5,9,0,0.357,1431.1,1736.86,62,113,0.354,2138.06
"550",965236,"Division 1",1252583,"Spectacular Interception",5,9,0,0.357,1402.1,1565.86,52,109,0.323,1766.020005
"551",965237,"Division 2",998962,"DerogatoryPanda's Really Good Team of Excellence",5,9,0,0.357,1446.84,1636.06,59,102,0.366,1757.34
"552",965238,"Division 3",1000495,"Ubbie Football Group",3,11,0,0.214,1465.86,1773.06,75,100,0.429,2071.899994
"553",965239,"Division 1",1322852,"Work in Progress",11,3,0,0.786,1789.56,1541.84,110.5,57.5,0.658,2298.74001
"554",965239,"Division 1",1264174,"Ed Hochuli's Biceps",9,5,0,0.643,1729.8,1647.36,116,59,0.663,2363.44
"555",965240,"Division 2",1175608,"Titansfan7",9,5,0,0.643,1872.24,1596.74,116,52,0.69,2324.1
"556",965240,"Division 2",1171858,"The Untouchables",9,5,0,0.643,1731.76,1559.14,88,73,0.547,2099.42001
"557",965241,"Division 3",999317,"Ocular Patdown",8,6,0,0.571,1339.18,1570.96,46,115,0.286,1722.46
"558",965239,"Division 1",1323409,"Diggs! Sideline! Touchdown!",7,7,0,0.5,1752.16,1651.74,105,70,0.6,2345.13999
"559",965239,"Division 1",999706,"Garbage",6,8,0,0.429,1466.5,1623.2,61,107,0.363,1948.300004
"560",965240,"Division 2",1315157,"BourbonFlagPin",6,8,0,0.429,1670.82,1741.9,94,74,0.56,2169
"561",965241,"Division 3",1326335,"Bad Football Thoughts",6,8,0,0.429,1524.56,1576.7,73,102,0.417,2136.819995
"562",965240,"Division 2",1331631,"Manta",5,9,0,0.357,1595.3,1716.76,73,88,0.453,1897.119991
"563",965241,"Division 3",1252697,"Regilux’s Team",5,9,0,0.357,1627.32,1634.8,84.5,90.5,0.483,2190.259986
"564",965241,"Division 3",1327132,"GKSE",3,11,0,0.214,1366.7,1604.76,41,120,0.255,1776.36
"565",965242,"Division 1",1315123,"Brap",12,2,0,0.857,1754.34,1526.9,110,58,0.655,2286.52001
"566",965244,"Division 3",1431784,"Just Joshin’ Around",10,4,0,0.714,1787.6,1703.86,111,57,0.661,2316.90001
"567",965242,"Division 1",999469,"Jeffs Nuts",8,6,0,0.571,1617.08,1654.72,77,84,0.478,1919.02
"568",965242,"Division 1",1252916,"Ball Fondlers",7,7,0,0.5,1578.98,1616.76,75,100,0.429,2074.4
"569",965243,"Division 2",1315227,"Kramerica Industries",7,7,0,0.5,1667.36,1558.72,85,76,0.528,2008.72
"570",965244,"Division 3",1426694,"Vandelay Industries",7,7,0,0.5,1710.26,1634.42,101,74,0.577,2259.319985
"571",965242,"Division 1",1086098,"Oaky Afterbirth",6,8,0,0.429,1489.9,1595.42,64,104,0.381,2080.779981
"572",965243,"Division 2",1324214,"The Empire Strikes Mac",6,8,0,0.429,1655.8,1596.8,83,78,0.516,1998.699994
"573",965244,"Division 3",1252999,"Saquon Me",6,8,0,0.429,1718.82,1681.02,103,65,0.613,2292.82001
"574",965243,"Division 2",1258476,"Higgs & Diggs",5,9,0,0.357,1534,1641.56,57,104,0.354,1907.679986
"575",965243,"Division 2",1252811,"Sack Franpicksco",5,9,0,0.357,1511.66,1618.9,74,101,0.423,2148.78001
"576",965244,"Division 3",1259352,"Jerryatric Ownership",5,9,0,0.357,1533.6,1730.32,68,107,0.389,2098.99999
"577",965246,"Division 2",1315130,"Orange Peanuts",10,4,0,0.714,1855.26,1601.3,111,57,0.661,2308.539985
"578",965247,"Division 3",1315148,"Mayor of Pitty City",10,4,0,0.714,1692.54,1540.42,91,77,0.542,2194.3
"579",965245,"Division 1",1175151,"Justice Beaver",9,5,0,0.643,1670.48,1616.24,83,78,0.516,2018.78
"580",965246,"Division 2",1326440,"PRAISE THE SUN GOD",8,6,0,0.571,1679.18,1720.14,94,67,0.584,1969.340015
"581",965245,"Division 1",1173144,"TheMesso",7,7,0,0.5,1634.9,1639.52,101,74,0.577,2251.50001
"582",965246,"Division 2",1252927,"Carvones",7,7,0,0.5,1650,1666.04,88,87,0.503,2378.400015
"583",965247,"Division 3",1175177,"OG Simpson",7,7,0,0.5,1531.4,1526.46,65,103,0.387,1972.119995
"584",965245,"Division 1",1013115,"RighteousBucks",6,8,0,0.429,1695.78,1539.02,99,76,0.566,2260.94
"585",965247,"Division 3",1431266,"Clown Baby",6,8,0,0.429,1494.28,1558.34,66,102,0.393,1979.460004
"586",965245,"Division 1",1263237,"gggggggggggggggggggggggggggggg",5,9,0,0.357,1610.52,1622.78,85,90,0.486,2185.73999
"587",965246,"Division 2",1258480,"Woe Dudes",5,9,0,0.357,1576.46,1664.8,75,86,0.466,1883.42
"588",965247,"Division 3",1315255,"Trey Lance, Lance Refrigeration",4,10,0,0.286,1432.96,1828.7,50,111,0.311,1763.18
"589",965248,"Division 1",1315143,"Baby You Can Drive my Carr",9,5,0,0.643,1692.02,1645.88,102,73,0.583,2365.26001
"590",965249,"Division 2",1252589,"I'm Goin' Deep Fan Club",9,5,0,0.643,1604.64,1560.54,80,88,0.476,2081.2
"591",965249,"Division 2",1268951,"The Tebros",9,5,0,0.643,1567.14,1559.34,75,100,0.429,2159.920005
"592",965250,"Division 3",1171830,"BAMF rpmoore",9,5,0,0.643,1671.34,1486.64,87,81,0.518,2103.56001
"593",965250,"Division 3",1315722,"Phineas and Herb",9,5,0,0.643,1821.28,1596.8,107,54,0.665,2163.95997
"594",965248,"Division 1",1171895,"Team name",8,6,0,0.571,1762.56,1586.18,94,67,0.584,2152.54
"595",965250,"Division 3",1329651,"What about the droid attack on the Wookiees?",8,6,0,0.571,1708.6,1691.5,90,78,0.536,2132.56001
"596",965248,"Division 1",1175146,"Screaming Face Feelers",7,7,0,0.5,1731.14,1640.88,94,74,0.56,2101.82001
"597",965249,"Division 2",1332116,"Might be relegated from the Minors",6,8,0,0.429,1675.4,1676.66,98,77,0.56,2396.660004
"598",965249,"Division 2",1253779,"Flipperbw and the definitely 0-injury dudes",5,9,0,0.357,1508.34,1744.9,64,97,0.398,1890.040004
"599",965248,"Division 1",1326236,"Hail Murray or Bust",3,11,0,0.214,1436.36,1669.6,72,103,0.411,2077.02002
"600",965250,"Division 3",1258579,"Pepper",2,12,0,0.143,1429.52,1749.42,45,116,0.28,1837.259996
"601",965252,"Division 2",1171857,"Squirtle Squad",10,4,0,0.714,1542.88,1394.48,73,95,0.435,2087.299995
"602",965253,"Division 3",1176391,"Fourth and Drunk",10,4,0,0.714,1675.06,1606.88,93,75,0.554,2045.55999
"603",965251,"Division 1",1315034,"/u/tallg8tor",9,5,0,0.643,1615.06,1578.36,79,82,0.491,2065.02
"604",965253,"Division 3",1315483,"Last Place",9,5,0,0.643,1573.26,1554.14,69,92,0.429,1963.219985
"605",965251,"Division 1",998989,"Relegated Rejects",8,6,0,0.571,1786.74,1716.62,118,57,0.674,2417.560006
"606",965252,"Division 2",1252650,"Kickin it with Kareem",8,6,0,0.571,1713.44,1632.8,99,76,0.566,2244.219996
"607",965252,"Division 2",1315007,"Bitchin’ Kamara",6,8,0,0.429,1696.92,1723.94,84,84,0.5,2100.18
"608",965251,"Division 1",1252828,"The Schmohawks",5,9,0,0.357,1697.82,1709.58,96,72,0.571,2091.540005
"609",965252,"Division 2",1258768,"Fresh2Death",5,9,0,0.357,1613.84,1769.58,80,95,0.457,2136.679996
"610",965253,"Division 3",1326485,"Boston Kingfishers",5,9,0,0.357,1621.42,1570.7,85,90,0.486,2346.44
"611",965253,"Division 3",1430102,"AB's cryotherapist",5,9,0,0.357,1577.78,1762.5,62,99,0.385,1902.639994
"612",965251,"Division 1",1253223,"Ball So Hard University",4,10,0,0.286,1559.3,1653.94,70,91,0.435,1999.29999
"613",965368,"Division 1",1263331,"straight cash homie",10,4,0,0.714,1809.72,1619.6,111,57,0.661,2238.78
"614",965368,"Division 1",1316477,"This is a team",9,5,0,0.643,1719.38,1715.34,109,66,0.623,2281.28
"615",965370,"Division 3",1509285,"Ghost Squadron",9,5,0,0.643,1841.16,1671.78,111.5,56.5,0.664,2249.799981
"616",965370,"Division 3",1429704,"dickbutts",9,5,0,0.643,1714.12,1607.12,94.5,66.5,0.587,2053.26
"617",965369,"Division 2",1172473,"I came and Wentz",8,6,0,0.571,1643.32,1605.76,86,89,0.491,2217.360005
"618",965368,"Division 1",1000616,"Reckless Raiders",7,7,0,0.5,1495.16,1623.54,59,102,0.366,1888.719994
"619",965369,"Division 2",1315005,"Xarnis",7,7,0,0.5,1621.2,1618.72,77,91,0.458,2168.48
"620",965368,"Division 1",1323073,"birb",6,8,0,0.429,1606.76,1594.44,77,91,0.458,1965.7
"621",965369,"Division 2",1172269,"BoomHawkalaka",6,8,0,0.429,1602.4,1623.86,74,87,0.46,2006.54
"622",965369,"Division 2",1428835,"The Buffa Biscuits",5,9,0,0.357,1620.2,1660.72,77,84,0.478,1933.72001
"623",965370,"Division 3",999492,"Yacht Opossums",5,9,0,0.357,1377.3,1599.3,46,129,0.263,1970.82
"624",965370,"Division 3",1258465,"falco1002",3,11,0,0.214,1636.76,1747.3,86,89,0.491,2292.8
"625",965371,"Division 1",1033569,"Sirius Cybernetics Corporation",11,3,0,0.786,1778.62,1631.32,103,65,0.613,2299.85999
"626",965371,"Division 1",1430135,"Washington Georges",10,4,0,0.714,1801.16,1528.62,110,51,0.683,2139.87999
"627",965372,"Division 2",1086062,"BillyDaButcha's RUN CMC",10,4,0,0.714,1922.6,1641.14,130,38,0.774,2423.760004
"628",965371,"Division 1",1258917,"Chase Jam",9,5,0,0.643,1662.58,1670.56,101,74,0.577,2253.740011
"629",965373,"Division 3",1430766,"Fecking Kiwi's",8,6,0,0.571,1572.74,1570.4,71,104,0.406,2138.059992
"630",965372,"Division 2",1258665,"Bran",7,7,0,0.5,1664.78,1626.18,77,84,0.478,1990.68
"631",965372,"Division 2",1327954,"Straight Cash Homie",7,7,0,0.5,1628.96,1532.74,82,86,0.488,2030.659985
"632",965373,"Division 3",1263592,"Trey Lance make me sad :(",7,7,0,0.5,1548.12,1536.1,65,103,0.387,2013.120019
"633",965372,"Division 2",1326349,"Fred Savage's Savage Grizzlies",6,8,0,0.429,1663.18,1784.36,97,78,0.554,2222.660005
"634",965371,"Division 1",1315359,"SirTrey's Jeffpardy!",5,9,0,0.357,1747.5,1731.76,102,73,0.583,2361.359995
"635",965373,"Division 3",1176327,"Barrow Whalers",2,12,0,0.143,1341.62,1724.24,32,129,0.199,1670.76
"636",965373,"Division 3",1457117,"Red Dog For Life!",2,12,0,0.143,1386.04,1740.48,38,123,0.236,1905.619995
"637",965376,"Division 3",999108,"Team 2",10,4,0,0.714,1687.14,1517.36,90,78,0.536,2227.099981
"638",965375,"Division 2",1175201,"Christian Metal",8,6,0,0.571,1772.84,1725.98,109,59,0.649,2272.91999
"639",965375,"Division 2",1315026,"Hey...it's Enrico Palazzo!",8,6,0,0.571,1764.24,1715.6,108,67,0.617,2282.820014
"640",965375,"Division 2",998934,"Squirtle Squad",8,6,0,0.571,1592.42,1560.14,84,77,0.522,1909.719995
"641",965374,"Division 1",1172104,"Trash Pandas",7,7,0,0.5,1663.94,1598.04,85,76,0.528,1987.2
"642",965374,"Division 1",999029,"S-Tier Waifus",7,7,0,0.5,1620.8,1694.44,89,79,0.53,2152.059997
"643",965374,"Division 1",1324755,"King Henry's Throne",7,7,0,0.5,1573.82,1665.52,83,92,0.474,2274.64
"644",965375,"Division 2",1173115,"G-manny-man and the destruction clan",7,7,0,0.5,1494.88,1515.74,62,106,0.369,1861.08
"645",965376,"Division 3",1331301,"Annyong!",7,7,0,0.5,1777.26,1677.74,114,61,0.651,2414.819999
"646",965376,"Division 3",1086240,"Horny Forneys",6,8,0,0.429,1511.88,1544.38,58,103,0.36,1821.979995
"647",965374,"Division 1",1252624,"Good Enough",5,9,0,0.357,1474.76,1540.16,58,117,0.331,2110.42001
"648",965376,"Division 3",1324433,"numa_numa",4,10,0,0.286,1572.98,1751.86,68,93,0.422,1933.45999
"649",965377,"Division 1",1253617,"Washington Fantasy Team",11,3,0,0.786,1745.34,1473.82,108,60,0.643,2165.8
"650",965378,"Division 2",1328785,"Canadian Laser Bears",9,5,0,0.643,1724.32,1598.38,107,68,0.611,2344.159996
"651",965379,"Division 3",1253444,"Yay Garbage Time",9,5,0,0.643,1831.58,1674.58,115,53,0.685,2249.08001
"652",965377,"Division 1",1315104,"Minors Inconvenience",8,6,0,0.571,1698.14,1591.18,85,83,0.506,2103.88
"653",965378,"Division 2",1173166,"Itty Bitty Pity Comittee",8,6,0,0.571,1681.16,1638.12,95,80,0.543,2393.00001
"654",965379,"Division 3",1326674,"No Punt Intended",8,6,0,0.571,1654.62,1651.22,74,87,0.46,1944.96
"655",965379,"Division 3",1086238,"Wolverines",8,6,0,0.571,1674.82,1696.54,84,77,0.522,2050.539994
"656",965378,"Division 2",1171888,"Cornish Game Hens",7,7,0,0.5,1528.78,1610.54,60.5,107.5,0.36,1980.320001
"657",965378,"Division 2",1314999,"Chin_Spinach",6,8,0,0.429,1696.64,1674.32,82,79,0.509,2136.039996
"658",965377,"Division 1",1175192,"Bob's Ballas",5,9,0,0.357,1573.58,1757.72,75,86,0.466,1987.519986
"659",965379,"Division 3",1315172,"Bugeaters",4,10,0,0.286,1638.14,1702.1,89.5,85.5,0.511,2278.2
"660",965377,"Division 1",1252655,"Mahomes Alone",1,13,0,0.071,1283.36,1661.96,33,142,0.189,1851.800004
"661",965380,"Division 1",1252630,"Man on The Moon",12,2,0,0.857,1803.04,1583.84,114,54,0.679,2490.92
"662",965381,"Division 2",1176997,"MonsteraMonster",9,5,0,0.643,1846.8,1704.54,104,64,0.619,2396.920015
"663",965380,"Division 1",1252917,"Green Bowl Packers",8,6,0,0.571,1736.78,1615.16,100,61,0.621,1985.74
"664",965380,"Division 1",1315022,"march20rulez",8,6,0,0.571,1642.78,1635.32,94,81,0.537,2242.56
"665",965382,"Division 3",1315012,"2 Horns 1 Kupp",7,7,0,0.5,1491.98,1611.48,69,106,0.394,2091.500004
"666",965382,"Division 3",1430209,"Bedrock Boulders",7,7,0,0.5,1527.52,1601.2,60,101,0.373,1899.479991
"667",965380,"Division 1",1173245,"JDC4654's ALL IN",6,8,0,0.429,1626.04,1671.3,85,83,0.506,2117.54
"668",965381,"Division 2",1326295,"kirby's Smash Hammers",6,8,0,0.429,1771.4,1640.12,99,69,0.589,2200.73999
"669",965382,"Division 3",1172003,"The Nar Machines",6,8,0,0.429,1489.28,1665.42,53,108,0.329,1764.86
"670",965382,"Division 3",1258518,"theLgndKllr35",6,8,0,0.429,1618.68,1579.2,75,86,0.466,1987.38
"671",965381,"Division 2",1008336,"Riders of Roquan",5,9,0,0.357,1562.02,1805.22,70,105,0.4,2109.040001
